Year,Month,Quarter,Period,Country,Sector,Deal Type, Value 
2017,1,Q1,2017Q1,India,Solar,Asset finance investments, 4.25 
2005,6,Q2,< 2006,India,Wind,Asset finance investments, 14.00 
2016,10,Q4,2016Q4,India,Solar,Asset finance investments, 1.60 
2010,7,Q3,2010Q3,India,Biomass & Waste,Asset finance investments, 8.89 
2015,2,Q1,2015Q1,India,Solar,Asset finance investments, 14.81 
2010,6,Q2,2010Q2,India,Biomass & Waste,Asset finance investments, 15.36 
2011,2,Q1,2011Q1,India,Solar,Asset finance investments, 76.91 
2015,8,Q3,2015Q3,India,Wind,Asset finance investments, 2.32 
2010,3,Q1,2010Q1,India,Biomass & Waste,Asset finance investments, 14.77 
2007,3,Q1,2007Q1,India,Biomass & Waste,Asset finance investments, 34.32 
2009,3,Q1,2009Q1,India,Biomass & Waste,Asset finance investments, 74.44 
2017,3,Q1,2017Q1,India,Solar,Asset finance investments, 1.60 
2017,7,Q3,2017Q3,India,Solar,Asset finance investments, 6.05 
2015,12,Q4,2015Q4,India,Solar,Asset finance investments, 3.50 
2011,12,Q4,2011Q4,India,Solar,Asset finance investments, 2.00 
2014,3,Q1,2014Q1,India,Wind,Asset finance investments, 3.30 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.10 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 1.75 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.94 
2006,3,Q1,2006Q1,India,Wind,Asset finance investments, 4.60 
2006,11,Q4,2006Q4,India,Wind,Asset finance investments, 4.23 
2007,5,Q2,2007Q2,India,Biomass & Waste,Asset finance investments, 10.60 
2007,6,Q2,2007Q2,India,Small Hydro,Asset finance investments, 3.75 
2015,11,Q4,2015Q4,India,Solar,Asset finance investments, 9.15 
2016,9,Q3,2016Q3,India,Solar,Asset finance investments, 2.70 
2008,5,Q2,2008Q2,India,Wind,Asset finance investments, 0.96 
2006,6,Q2,2006Q2,India,Wind,Asset finance investments, 47.92 
2012,9,Q3,2012Q3,India,Solar,Asset finance investments, 18.52 
2005,1,Q1,< 2006,India,Biomass & Waste,Asset finance investments, 13.59 
2006,3,Q1,2006Q1,India,Wind,Asset finance investments, 1.74 
2008,3,Q1,2008Q1,India,Wind,Asset finance investments, 7.20 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 31.02 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 3.34 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 3.47 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 1.81 
2014,9,Q3,2014Q3,India,Wind,Asset finance investments, 11.55 
2009,12,Q4,2009Q4,India,Wind,Asset finance investments, 7.63 
2013,9,Q3,2013Q3,India,Wind,Asset finance investments, 1.65 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 9.35 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 7.29 
2007,12,Q4,2007Q4,India,Wind,Asset finance investments, 6.46 
2007,10,Q4,2007Q4,India,Wind,Asset finance investments, 24.19 
2014,9,Q3,2014Q3,India,Solar,Asset finance investments, 1.69 
2014,5,Q2,2014Q2,India,Solar,Asset finance investments, 2.40 
2014,5,Q2,2014Q2,India,Solar,Asset finance investments, 2.40 
2011,1,Q1,2011Q1,India,Solar,Asset finance investments, 36.01 
2014,10,Q4,2014Q4,India,Solar,Asset finance investments, 12.28 
2016,2,Q1,2016Q1,India,Solar,Asset finance investments, 50.00 
2014,12,Q4,2014Q4,India,Solar,Asset finance investments, 61.38 
2007,5,Q2,2007Q2,India,Biomass & Waste,Asset finance investments, 51.48 
2006,3,Q1,2006Q1,India,Small Hydro,Asset finance investments, 25.38 
2014,6,Q2,2014Q2,India,Solar,VC/PE investments, 50.00 
2006,4,Q2,2006Q2,India,Small Hydro,Asset finance investments, 2.25 
2006,10,Q4,2006Q4,India,Biomass & Waste,Asset finance investments, 36.63 
2008,8,Q3,2008Q3,India,Solar,Asset finance investments, 8.56 
2008,6,Q2,2008Q2,India,Solar,Asset finance investments, 8.00 
2011,3,Q1,2011Q1,India,Clean Energy (Other),Asset finance investments, 11.09 
2016,8,Q3,2016Q3,India,Solar,Asset finance investments, 10.00 
2016,8,Q3,2016Q3,India,Solar,Asset finance investments, 10.00 
2016,8,Q3,2016Q3,India,Solar,Asset finance investments, 10.00 
2015,9,Q3,2015Q3,India,Solar,Asset finance investments, 15.20 
2009,8,Q3,2009Q3,India,Solar,FALSE, 9.36 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 10.42 
2009,12,Q4,2009Q4,India,Wind,Asset finance investments, 4.02 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 4.34 
2015,9,Q3,2015Q3,India,Wind,Asset finance investments, 2.43 
2011,2,Q1,2011Q1,India,Solar,Asset finance investments, 68.57 
2014,7,Q3,2014Q3,India,Solar,Asset finance investments, 112.89 
2014,1,Q1,2014Q1,India,Solar,Asset finance investments, 126.15 
2013,6,Q2,2013Q2,India,Solar,Asset finance investments, 10.89 
2016,1,Q1,2016Q1,India,Solar,Asset finance investments, 100.00 
2013,11,Q4,2013Q4,India,Solar,Asset finance investments, 13.20 
2014,6,Q2,2014Q2,India,Solar,VC/PE investments, 50.00 
2015,10,Q4,2015Q4,India,Solar,VC/PE investments, 165.00 
2016,5,Q2,2016Q2,India,Solar,Asset finance investments, 36.08 
2012,9,Q3,2012Q3,India,Wind,Asset finance investments, 26.00 
2014,11,Q4,2014Q4,India,Solar,Asset finance investments, 6.14 
2016,1,Q1,2016Q1,India,Solar,Asset finance investments, 121.00 
2014,11,Q4,2014Q4,India,Wind,Asset finance investments, 218.44 
2017,12,Q4,2017Q4,India,Solar,Asset finance investments, 82.68 
2013,2,Q1,2013Q1,India,Solar,Asset finance investments, 221.00 
2012,9,Q3,2012Q3,India,Solar,Asset finance investments, 101.26 
2014,11,Q4,2014Q4,India,Wind,Asset finance investments, 153.91 
2015,12,Q4,2015Q4,India,Solar,Asset finance investments, 4.40 
2013,6,Q2,2013Q2,India,Solar,Asset finance investments, 32.00 
2011,10,Q4,2011Q4,India,Solar,Asset finance investments, 12.50 
2014,11,Q4,2014Q4,India,Solar,Asset finance investments, 306.90 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 28.94 
2006,8,Q3,2006Q3,India,Wind,Asset finance investments, 12.18 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.10 
2007,11,Q4,2007Q4,India,Small Hydro,Asset finance investments, 8.32 
2012,3,Q1,2012Q1,India,Small Hydro,Asset finance investments, 4.72 
2007,3,Q1,2007Q1,India,Biofuels,Asset finance investments, 5.94 
2011,12,Q4,2011Q4,India,Biofuels,Asset finance investments, 4.51 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 2.68 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 2.68 
2010,4,Q2,2010Q2,India,Small Hydro,Asset finance investments, 5.94 
2008,5,Q2,2008Q2,India,Small Hydro,Asset finance investments, 5.69 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 2.17 
2004,5,Q2,< 2006,India,Wind,Asset finance investments, 1.73 
2006,7,Q3,2006Q3,India,Wind,Asset finance investments, 7.98 
2010,10,Q4,2010Q4,India,Wind,Asset finance investments, 2.98 
2009,5,Q2,2009Q2,India,Wind,Asset finance investments, 4.40 
2008,3,Q1,2008Q1,India,Wind,Asset finance investments, 4.32 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 18.20 
2006,12,Q4,2006Q4,India,Solar,FALSE, 13.40 
2005,3,Q1,< 2006,India,Biofuels,Asset finance investments, 21.60 
2007,9,Q3,2007Q3,India,Biomass & Waste,Asset finance investments, 8.87 
2015,12,Q4,2015Q4,India,Solar,Asset finance investments, 1.10 
2016,1,Q1,2016Q1,India,Solar,Asset finance investments, 4.00 
2012,6,Q2,2012Q2,India,Solar,Asset finance investments, 10.39 
2008,6,Q2,2008Q2,India,Biomass & Waste,Asset finance investments, 50.09 
2008,3,Q1,2008Q1,India,Biomass & Waste,Asset finance investments, 18.56 
2005,7,Q3,< 2006,India,Wind,Asset finance investments, 7.28 
2007,6,Q2,2007Q2,India,Wind,Asset finance investments, 11.87 
2011,5,Q2,2011Q2,India,Small Hydro,Asset finance investments, 10.05 
2005,11,Q4,< 2006,India,Biomass & Waste,Asset finance investments, 9.76 
2011,10,Q4,2011Q4,India,Solar,Asset finance investments, 4.30 
2005,3,Q1,< 2006,India,Wind,Asset finance investments, 3.50 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 3.50 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 3.84 
2006,3,Q1,2006Q1,India,Wind,Asset finance investments, 5.44 
2010,7,Q3,2010Q3,India,Wind,Asset finance investments, 1.60 
2010,10,Q4,2010Q4,India,Wind,Asset finance investments, 2.34 
2007,10,Q4,2007Q4,India,Wind,Asset finance investments, 14.66 
2011,7,Q3,2011Q3,India,Solar,Asset finance investments, 10.00 
2009,11,Q4,2009Q4,India,Wind,Asset finance investments, 5.46 
2016,2,Q1,2016Q1,India,Wind,Asset finance investments, 18.24 
1900,0,0,< 2006,India,Wind,FALSE,-29.49 
1900,0,0,< 2006,India,Wind,FALSE,-10.03 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-2.42 
1900,0,0,< 2006,India,Wind,FALSE,-40.66 
1900,0,0,< 2006,India,Wind,FALSE,-21.08 
1900,0,0,< 2006,India,Small Hydro,FALSE,-6.81 
1900,0,0,< 2006,India,Wind,FALSE,-2.53 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-8.56 
1900,0,0,< 2006,India,Small Hydro,FALSE,-38.72 
1900,0,0,< 2006,India,Solar,FALSE,-5.59 
1900,0,0,< 2006,India,Small Hydro,FALSE,-44.81 
1900,0,0,< 2006,India,Wind,FALSE,-52.61 
1900,0,0,< 2006,India,Solar,FALSE,-0.62 
1900,0,0,< 2006,India,Wind,FALSE,-37.31 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-24.05 
1900,0,0,< 2006,India,Small Hydro,FALSE,-19.47 
1900,0,0,< 2006,India,Wind,FALSE,-12.16 
1900,0,0,< 2006,India,Wind,FALSE,-8.32 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-32.10 
1900,0,0,< 2006,India,Solar,FALSE,-11.98 
1900,0,0,< 2006,India,Wind,FALSE,-4.19 
1900,0,0,< 2006,India,Wind,FALSE,-11.26 
1900,0,0,< 2006,India,Solar,FALSE,-6.82 
1900,0,0,< 2006,India,Solar,FALSE,-12.70 
1900,0,0,< 2006,India,Wind,FALSE,-70.57 
1900,0,0,< 2006,India,Wind,FALSE,-29.31 
1900,0,0,< 2006,India,Wind,FALSE,-1.69 
1900,0,0,< 2006,India,Small Hydro,FALSE,-15.75 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-8.06 
1900,0,0,< 2006,India,Small Hydro,FALSE,-15.50 
1900,0,0,< 2006,India,Solar,FALSE,-2.97 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-1.41 
1900,0,0,< 2006,India,Small Hydro,FALSE,-5.35 
1900,0,0,< 2006,India,Wind,FALSE,-5.82 
1900,0,0,< 2006,India,Solar,FALSE,-2.79 
1900,0,0,< 2006,India,Wind,FALSE,-2.79 
1900,0,0,< 2006,India,Solar,FALSE,-43.08 
1900,0,0,< 2006,India,Wind,FALSE,-60.83 
1900,0,0,< 2006,India,Solar,FALSE,-0.36 
1900,0,0,< 2006,India,Wind,FALSE,-26.35 
1900,0,0,< 2006,India,Solar,FALSE,-14.07 
1900,0,0,< 2006,India,Biomass & Waste,FALSE,-21.53 
1900,0,0,< 2006,India,Wind,FALSE,-1.55 
1900,0,0,< 2006,India,Small Hydro,FALSE,-11.95 
1900,0,0,< 2006,India,Wind,FALSE,-77.43 
1900,0,0,< 2006,India,Small Hydro,FALSE,-3.12 
1900,0,0,< 2006,India,Wind,FALSE,-3.77 
1900,0,0,< 2006,India,Wind,FALSE,-20.40 
1900,0,0,< 2006,India,Solar,FALSE,-27.60 
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2010,12,Q4,2010Q4,India,Biomass & waste,FALSE, 23.92 
2013,5,Q2,2013Q2,India,Solar,Corporate finance investments, 28.02 
2014,4,Q2,2014Q2,India,Solar,Corporate finance investments, 12.75 
2014,2,Q1,2014Q1,India,Wind,Corporate finance investments, 77.99 
2007,9,Q3,2007Q3,India,Biofuels,Corporate finance investments, 23.62 
2012,2,Q1,2012Q1,India,Solar,Corporate finance investments, 10.45 
2012,2,Q1,2012Q1,India,Solar,Corporate finance investments, 10.45 
2015,6,Q2,2015Q2,India,Wind,Asset finance investments, 115.79 
2015,6,Q2,2015Q2,India,Wind,Asset finance investments, 20.09 
2012,3,Q1,2012Q1,India,Solar,Asset finance investments, 0.12 
2008,3,Q1,2008Q1,India,Biomass & waste,Corporate finance investments, 24.47 
2012,11,Q4,2012Q4,India,Wind,Corporate finance investments, 78.76 
2015,4,Q2,2015Q2,India,Solar,Corporate finance investments, 20.38 
2016,8,Q3,2016Q3,India,Solar,Corporate finance investments, 10.20 
2007,12,Q4,2007Q4,India,Wind,VC/PE investments, 60.27 
2009,11,Q4,2009Q4,India,Wind,Asset finance investments, 28.70 
2017,3,Q1,2017Q1,India,Solar,Asset finance investments, 192.92 
2010,8,Q3,2010Q3,India,Solar,Asset finance investments, 95.66 
2010,9,Q3,2010Q3,India,Wind,Corporate finance investments, 81.27 
2010,1,Q1,2010Q1,India,Wind,Corporate finance investments, 37.78 
2010,1,Q1,2010Q1,India,Wind,Corporate finance investments, 37.41 
2006,1,Q1,2006Q1,India,Small Hydro,Asset finance investments, 19.64 
2013,7,Q3,2013Q3,India,Solar,Asset finance investments, 8.16 
2008,4,Q2,2008Q2,India,Small Hydro,Asset finance investments, 69.06 
2018,2,Q1,2018Q1,India,Small Hydro,Asset finance investments, 290.40 
2018,2,Q1,2018Q1,India,Solar,Asset finance investments, 27.90 
2018,2,Q1,2018Q1,India,Wind,Asset finance investments, 340.00 
2011,6,Q2,2011Q2,India,Solar,VC/PE investments, 15.30 
2015,9,Q3,2015Q3,India,Wind,Corporate finance investments, 34.37 
2009,9,Q3,2009Q3,India,Wind,VC/PE investments, 39.33 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 102.72 
2008,6,Q2,2008Q2,India,Wind,Asset finance investments, 23.95 
2007,7,Q3,2007Q3,India,Clean Energy (Other),Corporate finance investments, 25.92 
2012,2,Q1,2012Q1,India,Solar,Asset finance investments, 12.91 
2016,8,Q3,2016Q3,India,Wind,Asset finance investments, 25.45 
2008,4,Q2,2008Q2,India,Wind,VC/PE investments, 101.14 
2009,1,Q1,2009Q1,India,Biomass & waste,Corporate finance investments, 15.94 
2010,9,Q3,2010Q3,India,Wind,Corporate finance investments, 81.27 
2011,7,Q3,2011Q3,India,Wind,Asset finance investments, 35.47 
2016,3,Q1,2016Q1,India,Wind,Asset finance investments, 127.48 
2012,4,Q2,2012Q2,India,Solar,Asset finance investments, 5.15 
2009,4,Q2,2009Q2,India,Clean Energy (Other),Corporate finance investments, 57.99 
2008,10,Q4,2008Q4,India,Wind,Asset finance investments, 28.35 
2010,12,Q4,2010Q4,India,Wind,Asset finance investments, 1.75 
2009,6,Q2,2009Q2,India,Wind,Asset finance investments, 50.68 
2009,12,Q4,2009Q4,India,Wind,Asset finance investments, 12.53 
2010,12,Q4,2010Q4,India,Wind,Asset finance investments, 1.68 
2007,7,Q3,2007Q3,India,Biofuels,Asset finance investments, 1.57 
2013,8,Q3,2013Q3,India,Wind,Corporate finance investments, 77.99 
2013,5,Q2,2013Q2,India,Wind,Asset finance investments, 35.12 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 22.56 
2013,5,Q2,2013Q2,India,Wind,Corporate finance investments, 9.69 
2013,5,Q2,2013Q2,India,Wind,Asset finance investments, 12.55 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 21.58 
2013,8,Q3,2013Q3,India,Wind,Asset finance investments, 54.75 
2007,3,Q1,2007Q1,India,Solar,Corporate finance investments, 24.52 
2016,1,Q1,2016Q1,India,Wind,Asset finance investments, 41.68 
2012,2,Q1,2012Q1,India,Solar,Corporate finance investments, 5.15 
2007,10,Q4,2007Q4,India,Wind,Asset finance investments, 32.91 
2015,7,Q3,2015Q3,India,Wind,Asset finance investments, 64.28 
2007,10,Q4,2007Q4,India,Wind,Asset finance investments, 22.29 
2015,7,Q3,2015Q3,India,Wind,Asset finance investments, 103.84 
2015,7,Q3,2015Q3,India,Wind,Asset finance investments, 41.21 
2007,10,Q4,2007Q4,India,Wind,Asset finance investments, 15.92 
2015,7,Q3,2015Q3,India,Biomass & waste,Corporate finance investments, 10.91 
2016,8,Q3,2016Q3,India,Biomass & waste,Corporate finance investments, 0.92 
2017,7,Q3,2017Q3,India,Biomass & waste,Corporate finance investments, 7.34 
2016,11,Q4,2016Q4,India,Solar,Asset finance investments, 64.13 
2011,3,Q1,2011Q1,India,Biomass & Waste,Asset finance investments, 37.00 
2007,10,Q4,2007Q4,India,Wind,Asset finance investments, 27.45 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 46.52 
2010,9,Q3,2010Q3,India,Biomass & waste,Corporate finance investments, 74.68 
2012,11,Q4,2012Q4,India,Wind,Corporate finance investments, 40.03 
2012,5,Q2,2012Q2,India,Solar,Asset finance investments, 41.49 
2012,1,Q1,2012Q1,India,Biomass & waste,Corporate finance investments, 11.23 
2008,7,Q3,2008Q3,India,Biofuels,Corporate finance investments, 0.43 
2016,8,Q3,2016Q3,India,Solar,Asset finance investments, 4.08 
2012,1,Q1,2012Q1,India,Biomass & waste,Corporate finance investments, 12.70 
2014,8,Q3,2014Q3,India,Solar,Corporate finance investments, 204.00 
2012,8,Q3,2012Q3,India,Wind,Asset finance investments, 34.61 
2010,12,Q4,2010Q4,India,Small Hydro,Asset finance investments, 34.77 
2011,7,Q3,2011Q3,India,Biomass & waste,VC/PE investments, 16.73 
2010,7,Q3,2010Q3,India,Small Hydro,Asset finance investments, 34.91 
2015,11,Q4,2015Q4,India,Wind,VC/PE investments, 251.63 
2008,10,Q4,2008Q4,India,Small Hydro,Asset finance investments, 85.35 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 12.48 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 8.32 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 12.48 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 8.32 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 8.32 
2013,1,Q1,2013Q1,India,Solar,Corporate finance investments, 4.18 
2014,1,Q1,2014Q1,India,Solar,Corporate finance investments, 5.10 
2008,3,Q1,2008Q1,India,Wind,Asset finance investments, 6.12 
2012,2,Q1,2012Q1,India,Solar,Asset finance investments, 18.08 
2010,5,Q2,2010Q2,India,Wind,Asset finance investments, 1.72 
2018,8,Q3,2018Q3,India,Solar,Asset finance investments, 37.20 
2017,2,Q1,2017Q1,India,Wind,Asset finance investments, 51.53 
2018,1,Q1,2018Q1,India,Solar,Asset finance investments, 318.88 
2016,5,Q2,2016Q2,India,Wind,Asset finance investments, 30.60 
2008,2,Q1,2008Q1,India,Wind,Asset finance investments, 14.03 
2010,11,Q4,2010Q4,India,Small hydro,Corporate finance investments, 74.68 
2018,3,Q1,2018Q1,India,Wind,FALSE, 44.22 
2005,4,Q2,< 2006,India,Biofuels,Asset finance investments, 3.39 
2016,12,Q4,2016Q4,India,Wind,Corporate finance investments, 72.08 
2016,1,Q1,2016Q1,India,Solar,Asset finance investments, 2.04 
2013,5,Q2,2013Q2,India,Clean Energy (Other),Corporate finance investments, 27.83 
2007,1,Q1,2007Q1,India,Biomass & Waste,Asset finance investments, 13.99 
2010,3,Q1,2010Q1,India,Biomass & waste,VC/PE investments, 11.80 
2011,3,Q1,2011Q1,India,Solar,Asset finance investments, 15.07 
2011,9,Q3,2011Q3,India,Solar,Corporate finance investments, 28.02 
2013,3,Q1,2013Q1,India,Wind,Asset finance investments, 7.70 
2010,10,Q4,2010Q4,India,Clean Energy (Other),Corporate finance investments, 10.20 
2010,3,Q1,2010Q1,India,Biomass & Waste,Asset finance investments, 20.78 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 56.68 
2012,10,Q4,2012Q4,India,Solar,Asset finance investments, 82.69 
2008,10,Q4,2008Q4,India,Biofuels,Corporate finance investments, 9.26 
2011,5,Q2,2011Q2,India,Wind,Asset finance investments, 5.37 
2016,8,Q3,2016Q3,India,Wind,Corporate finance investments, 24.17 
2011,10,Q4,2011Q4,India,Wind,VC/PE investments, 34.17 
2013,10,Q4,2013Q4,India,Wind,Asset finance investments, 4.79 
2013,11,Q4,2013Q4,India,Solar,Corporate finance investments, 56.04 
2006,1,Q1,2006Q1,India,Wind,Corporate finance investments, 37.04 
2009,2,Q1,2009Q1,India,Wind,Asset finance investments, 0.98 
2013,11,Q4,2013Q4,India,Solar,Asset finance investments, 13.64 
2016,8,Q3,2016Q3,India,Biomass & Waste,Asset finance investments, 12.32 
2013,4,Q2,2013Q2,India,Wind,Asset finance investments, 36.82 
2013,3,Q1,2013Q1,India,Wind,Asset finance investments, 16.86 
2008,2,Q1,2008Q1,India,Biomass & waste,Corporate finance investments, 83.19 
2009,1,Q1,2009Q1,India,Biomass & waste,Corporate finance investments, 83.19 
2013,5,Q2,2013Q2,India,Biomass & waste,Corporate finance investments, 16.12 
2008,8,Q3,2008Q3,India,Biomass & waste,Corporate finance investments, 83.19 
2014,5,Q2,2014Q2,India,Biomass & waste,FALSE, 1.53 
2010,12,Q4,2010Q4,India,Solar,Corporate finance investments, 53.38 
2010,9,Q3,2010Q3,India,Small hydro,Corporate finance investments, 50.18 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 34.15 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 34.15 
2012,10,Q4,2012Q4,India,Biomass & waste,FALSE, 0.04 
2016,10,Q4,2016Q4,India,Solar,Corporate finance investments, 7.04 
2015,5,Q2,2015Q2,India,Wind,Asset finance investments, 34.45 
2010,9,Q3,2010Q3,India,Biomass & waste,Corporate finance investments, 74.68 
2017,5,Q2,2017Q2,India,Solar,Asset finance investments, 25.72 
2006,3,Q1,2006Q1,India,Biofuels,Corporate finance investments, 43.96 
2006,4,Q2,2006Q2,India,Biomass & Waste,Asset finance investments, 10.80 
2008,3,Q1,2008Q1,India,Biomass & Waste,Asset finance investments, 10.63 
